,evaluation,0
1742,性价比很高，还是对的起这个价格的。就是送货太慢了,负面
2365,电视还不错，就是安装要100元，还要用他们的挂件，果断自己安装，新机需要更新数遍，不太方便，还在更新中,负面
1639,画质很清晰，挺实惠的~~,负面
4054,去年双11买了一台微鲸43嫉模使用下来感觉不错，所以这次6月1日活动有买了一台55嫉模到货后看着外观大气，开机画面靓丽，画面色彩平均，没有明显的偏色，四周漏光控制的不错，虽然在注册会员上有点问题，但经过客服耐心处理。已解决，总体满意。,负面
560,电视十分好，安装师傅很细心，服务周到，心里暖暖的，点赞，点赞，点赞！ 晒单： 收起 向左转 向右转,正面
1909,不错，就是系统不太好，不适合老人操作,正面
4044,"东西两天到了，55寸感觉好大，这是我买的第4台微鲸电视了，两台43寸（其中一台4k）,一台50寸4k，现在是55寸4k。送货员帮搬的，还给验货之后才签的名。前三台用了一年多，什么事都没有。体验很好，还有我喜欢看的TVB粤语港剧，只是有点不好，每年都要充值VIP而且有点小贵……",负面
3324,刚买几天就降价了！然后京东不给补差价 所谓的京东购物体验,正面
58,一如既往的好评…拍来送人的。朋友很满意。,正面
684,"很小的时候，家里用的就是乐华电视，那种crt的，现在家里两台电视也都是乐华的，质量真的没的说，国产电视性价比最高的，新买的这台t32,性价比更是高的离谱，1.2k就可以买回台曲屏电视，真心不错。安卓4.4.2也很稳定。网络响应时间也比较短，一句话，还是挺不错的。",负面
2956,"微鲸的服务真的太差了……买了电视放在家里一直没安装，12号打了电话，说要安装下了紧急工单，说12号能安装，等了3个小时,师傅说太晚了，约到19号，19号等了一上午都没有来电话，没办法又打了客服电话，终于在19号安装好了，花了50快钱，安装后发现太低了，第二天想挂在墙上，老公打客服问能不能给119，毕竟只隔一天，打了客服电话，问属于多次收费么，厉害的客服直接挂断两次电话，做服务行业的没看到过比微鲸更差的。网购这么多年几乎没有给过差评，第一次这么认真去评论。关于这个事情我们会打315咨询是不是属于多次收费的，如果不是我给钱没问题，至少要维护一下自己的权益。配送员没得说，很负责。",负面
3399,电视总体还不错～就是下单后没有现货的～要等3天才安排送货过来～送货师傅也送货上门～不错～～安装也要另外预约～就装底座～已经自己动手安装底座～可以看了～效果不错～网络还没试～试了再来评价～,负面
758,活动价跟划算，屏幕清晰，没有问题,正面
2065,产品做工一般般，后壳接缝大。开机检查发现坏点后联系客服，处理………,正面
4232,买了两款电视，55寸的表现出众，性能强劲，性价比很有诱惑力。这款32寸的就稍显不足，款式陈旧，性能一般，价钱没优势，略感遗憾。,负面
1637,电视很好，值得信赖,负面
1415,物美价廉，做工考就，外现时尚，多年的老品牌值得信赖,负面
3308,以前买过55的用起来不错，这次果断再入手一台。不过涨价好多呀。,负面
2838,收到微鲸的那一刻是惊喜的，无论49寸的，50寸的，55寸的，还是小钢炮43寸的，每一台都是让人称心满意，挑来挑去还是看中微鲸的，不愧是潜力股，喜欢他的4k体验，蓝牙语音，瀑布式的界面，老人小孩都操作简单，也不会有错误操作，省心，资源也是特别丰富，可以另外安装应用，我觉得各方面都是挺满意的，音响之类的也没有瑕疵，哈哈，家里我之前买了3台，这次又给娘家买一台也算见证了微鲸的一步步壮大，唯一让我不满意的就是这个价格，我很生气的，昨天买的时候说是秒杀，今天静悄悄的又降价了，赚钱不容易啊，这样跳来跳去的，真的很让人无语，好在京东客服比较给力，给我申请了保价，不然我心都拔凉拔凉的了。总的来说，还是不错的,负面
2280,功能强大，性价比高，美观大方。唯一美中不足的是遥控器和说明书太简,正面
3683,严重不满意。开机也慢。最重要的是没得诚信，大家自己看，一点信誉也没得，哪个买了哪个后悔，大家自己看！,负面
729,电视不错的!就是商家没配装语音遥控器!商家服务方面都好!,正面
2450,先赞一个京东快递，第二天就送到了，快递小哥搬上楼还给底座装好通电设置好了才走，棒棒的，再来说电视吧，色彩还是挺好的，设置比较简单，界面和电视猫的界面一样，性价比很高，也有缺点比如开机速度有点点慢，电视的音效不怎么样，底座装好后还是有点晃，建议还是买挂架给你们看看电视腿，买的时候到处找不到图,负面
2197,顺丰包邮 看了一个星期才来评价 屏幕 画质没得说 控制界面也简单 语音搜索节勉强 唯一就是喇叭到一般般 想听好音质 建议外接喇叭,负面
3569,架子还没到，先支起来看看，不错，爸妈很喜欢，机器很薄，挺漂亮，语音选择，很方便，不过我的普通话它不太认?,负面
2671,无语了 不能差评 我也没办法 首先 我只有一天有空 我叫客服星期六发 等了一星期 只有快递 也不提前告诉我要提前预约 预约的话又得等 快递也不脱鞋 不脱鞋也就算了 直接踩脏我的地毯 电视不是我拍糊了 是真的不怎么高清 我之前是看评论说颜色不错 比夏普好 我就选了微鲸 然后就开始后悔 底座是我自己装的 第二个客服告诉我底座字母有左右之分 我说字母在哪我没看见 然后他，就不知道 等了半天告诉我 她记错了没有底座 能不能专业一点 最后效果还这么不满意 我的幸福感都没了,正面
3345,一天多就到货了，安装也很快，暂时没发现什么毛病，音效确实不错，不愧是李健创立的品牌，性价比高，操作也简洁方便，速度也挺快的，各方面还有待考证，就是自带的安卓看电影电视很卡，老是在缓冲中，另下的就不会。还有屏幕漏光挺厉害的，透光也是，做工还有带加强，不是全金属外壳，还有要求会员的片太多，不是会员几乎看不了什么东西，你们的会员并没有这么值钱，建议买微鲸电视送永久会员！！！,负面
1944,"4.5故障,下午报修 4.6微鲸上门检测出具报告,装箱打包 4.7京东换货完毕 感觉暗了点,色彩不如原来",负面
3313,之前买过微鲸电视，真的是被惊艳到了，系统超级人性，很好用，最近就又买了，液晶电视涨价太吓人，比去年买的时候贵了快一倍,负面
725,前天下的单今天就到了，质量发个视频自己看。,负面
3407,什么玩意，京东卖的套餐，告诉我不管安装。客服态度还极其恶劣。让我自己想办法，要不退货。对于这样的售后服务，简直了。,负面
591,很好，电视很清，值得购买！京东的品质，平台都很贴心！家里的手机，家电都是在京东平台上买的。售后也快！,负面
2229,电视很好，京东配送的及时，给爸妈的新年礼物。但是上门安装需要厂家派人，还要收安装费，这个表示有点不太好，希望京东和厂家协商，得到更高的客户满意度,负面
1516,这个屏幕十分的清新，外观十分的美，好好好好好，好的东西，说三遍。,正面
1116,这已是买的第二台风行电视了，前面那台是55寸的，使用至今非常不错，软件安装，清晰度，片源更新快，儿童动画片片源多儿子喜欢，遥控器操控灵敏度高。这次是趁1212把卧室的tcl给换了，那机子操控慢，遥控器不灵敏，操作系统超级慢半天没反应因此才换成这台49寸风行电视，希望能像55寸那台一样满意。,负面
1072,长虹电视不错真的好，家里人看看都说好,正面
3650,很不错，开机有点慢，系统升级了，开机快些了。,负面
1871,自营，品质保证，推荐的！,正面
2959,电视机本身目前观感还好，只是收货和挂架安装的体验不佳。 1、生产日期是一年前的，纸箱上积的都是灰，都没想去清洁下再发货，第一印象差评； 2、预约挂架安装，客服电话推荐微信。好，微信是有此项服务，但是安装地址的选择根本点不进去，目测和输入法有冲突。换了部手机还是有同样的问题，折腾半天只好再打电话预约； 3、上门安装人员，开门第一句话是问你有没有鞋套！请问您上门做服务，相关的准备不提前做好吗？！重要的不是鞋套，是这种服务的意识根本不到位。,负面
3788,去年1299元购买一台微鲸W43F，觉得不错。打算再买一台，谁知涨价了。经反复比较觉得还是微鲸性价比高，最后决定升级55寸4K大屏。内存2G+16G，还有语音遥控。悲催的是遥控器可能是坏的，正在申请售后。希望不要出什么麻烦。,负面
2996,差评 服务态度差 搞活动还有内幕,正面
934,不错的选择,正面
3945,电视的音响效果没的说，相当满意！屏幕是完美屏，确实是4k屏。 我比较喜欢的是没有强制开机广告，现在的智能电视基本都是开机强制广告，这点非常讨厌。 微鲸现在的价格也上来了，否则优势会更加明显。,负面
2517,1.开机3分半，但是没有广告，虽然无广告，但是开机也太慢了点吧，热开机就很快，几秒钟。 2.进入系统后，反应挺快的。 3.手机可投屏，我的是苹6sp，且电视遥控器还可以控制进度，挺好。 4.很清晰，亮度好，语音遥控器实用。 5.mac book air也可以投屏，但是有点问题，不知道哪里要设置还是怎么样，体验不好，学习中。 6.屏保挺好看的。 7.音质也还可以。 8.手机可以联电视，适合放手机里的歌。 就是开机慢了点，可能是安卓系统的通用问题。,负面
2412,电视机算不错，开机待频好慢，领取会员操作好麻烦，几天了至今没领。,正面
3847,自己安装特别简单..清晰度很好.我爸妈俩老都说不错，试了语音遥控还可以.就是音乐不能语音遥控--音响真心的不咋样，有待提升--可能是6.18原因吧物流特别特别慢！总体感觉上还是老人家说还可以-都可以简单的操作。,负面
1601,非常好，以为大了，看了一下还可以，看电影好,负面
113,年会奖品，屏幕色彩不错,正面
4238,硬件一般，但是软件很棒，,正面
3080,本来是想等系统自己确认收货的。但微鲸旗舰店必须要我先确认电视收货，才会给寄给我自己花钱购买的大礼包。店大欺客没办法，两个客服翻来覆去的就说是他们内部规定，要确认收货才寄大礼包。但我要他们拿出我购买大礼包页面上有相关寄送相关规定，他们又拿不出来。这是我网购的第一个差评，送给你们微鲸,负面
845,电视机可以，画面很清晰！,负面
2660,还不错，对比小米电视，菜单的反应速度和应用安装运行都算优秀，不过当晚装了一大堆应用后假死过一次机，按键无反应卡了一会儿才恢复，另外投屏，声音和wifi链接速度不错。可能只有720p吧，靠近了看效果就一般般了,负面
1480,不错！,正面
1959,电视很便宜，只要1三四九就能入手，真心值，除了有点小漏光，系统流畅。,负面
3678,显示效果一般，色彩过度不平滑，语音功能比较鸡助，不过价格合适，性价比比较高。,正面
373,还不错，看起来也可以，也不贵，自己觉得物有所值，。。。特意买了对比了一下，不错，还可以弄u盘。。。。,负面
3055,唉！这个速度着实有点慢啊，15号拍的 18号下午才收到，预约的安装师傅都来了，电视机还没到生生的等了一小时啊，电话打过去说是第一户人家家里没人 在等人，我是觉得人不在么你可以先去送其他几户人家的，你还一定要等一户一户这样子送来，未免太死板了吧！唉！真的是没的说啊，没送货前么也给我电话 说40分钟左右会到我们家，反正我们是等了一个多小时，如果你40分钟不能送到的，那这个电话就别打了，我们都在上班了，特意请假过来 白白的等了一个多小时，电话打过去催，态度还很差，好像是我们的错。京东的售后真是叫人心寒！！！,负面
3829,没有想像的好，画质一般，音色也一般般。,负面
2343,还可以一般般,负面
2782,我只能说买了个心塞，拿回来还没看就屏碎了，太脆弱了，2千多就泡汤了，还是大品牌可靠些，只说我太衰了，网上买须慎重啊！什么只换不修的说词太坑了误导人,负面
1175,一直想着今年双11入手一台平板电视的线下实体店线上各平台纠结了很久最后机缘巧合选择在京东这里入手到货很快简单安装后就开始欣赏节目了大屏幕真是让人欢喜,负面
2896,性价比超高，只是有一点点遗憾，看有线电视，画面无法全屏，经咨询售后，说是与广电传输有问题,负面
2714,　　我是8月8日在淘宝官方旗舰店买的微鲸电视49D2U3000电视，8月10号收到电视后，发现遥控器连接不上电视，当天晚上打客服电话，登记了信息，客服说会个我重新发一个新的遥控器，现在已经8月14日了一直没收到新遥控器，淘宝客服和售后电话也都一问三不知，相互推脱。请问这个新发的遥控器什么时候能发送？物流怎么查？,负面
3886,电视机到了，送了一年的会员。但是电视剧周围一圈边框的做工有点粗糙啊，好像磨损一样的，总体还可以吧,负面
3197,电视机清晰度不错，开机有点慢，自带看片软件里绝大多数电影、电视剧都需要白金 会员，不知道一年以后咋办？？？,负面
410,不错,正面
2809,刚换的，希望别再坏了。,正面
574,夏普电视大品牌，值得信赖,负面
4172,电视机反应比较快，自带一年铂金会员，多数视频都可以免费观看，4k电视和2k个人感觉清晰度区别不大，图片是漏光测试。个别客服服务较差。,负面
3819,反应快，操作流畅，资源丰富，金属后背，原来看图以为是塑料。就一点，感觉音质一般。,正面
760,第一次买暴风电视。。。感觉还不错，很画面清晰 晒单： 收起 向左转 向右转,负面
3338,有点气闷、买好后就降价、联系客服说让我拍下订单才能退款、那我只能再次预约、预约成功后拍下时却显示此地区不派送不能下单、什么意思？难道说我说的太早了、所以限制我拍下不想承诺退款吗？第一次碰到这样的事情、家电一直都是京东买的也相信你们的服务和承诺、结果这次太失望了,负面
1394,性价比很高，内容在丰富点就好了！,负面
2758,老实说 与想象的差距很大 画质可以用烂来形容 适合要求不高的吧 背光不均匀 背光有竖痕的感觉 升级版漏光吧、、可是价格真的很低了 而且里面的内容比我买的爱奇艺会员的内容还要多的多 这点值得点赞 说300的vip 真的很值这个价！,负面
2868,很好，没什么问题～就是价格贵了～,负面
2586,电视机用了好几天了，刚开始出现过一次看电影卡死，之后没死过机，功能还是比较全面，自带的喇叭音质不行，不过可外接，也可以连蓝牙音箱，音质大大提升，画质质量很好，送的会员可以看，可以看的都没有广告，有些片子还是需要开会员，自带的盒子反应不慢，也可以外接电视盒子，家里用的移动20m宽带，1849入手，感觉有点贵！希望能用得久一些。,负面
1183,超级保很好哈哈哈好太好了简直不好意思 继续支持谢谢大家,正面
1676,购物上京东放心，送货快服务好,正面
2793,礼品收到了。电视基本满意吧，有一个问题就是发热挺严重的，调到夜间模式会好很多。优点：显示效果好，遥控操作简单，系统流畅。对了吐槽一下屏幕缝隙问题，买之前看评论也有人吐槽过。希望能提高一下品控，支持国货，加油！！,负面
1281,又11买下的，优惠了一点，外观蛮大气的。,负面
1641,p12下的危今天上午就送到了。已安b好，清晰度不e。L虹，值得信！,负面
2246,垃圾！骗子！套路！蒙一个算一个，大家千万不要上当，看他回复那得意的样子，垃圾！垃圾！垃圾！,负面
562,买电视就喜欢sharp 很棒,正面
505,小米电视性价比高，暂时还没有使用，测试是OK的,负面
446,不错,正面
640,不错,正面
2855,电视很不错，各方面性能也好，老爸很喜欢，性价比高，值得购买。,负面
2456,有时开机系统加载有些慢，其它都好用,负面
3302,微鲸的电视还是不错的，就是为什么现在电视都卖这么贵啊,负面
4248,这价位的话算32寸里不错的，塑料外壳有点低端，做工一般，屏幕显示效果也马马虎虎，没有物理开机键，通电后自动开机有点不人性化只能长时间待机，接口还算齐全，开机慢内存小装不了多少app，一般看看机顶盒也够用了,正面
2481,物流一送来 当面拆开，ok 完好的 ……但是 为什么 连上电源，左下角的灯亮了几下，然后 ……就没有然后……一直黑屏……黑屏………几个意思？？？联系客服 客服给个电话找售后……售后的态度挺好的…但是 没解决我的问题啊！2k+ 不可能买个摆设吧？！咨询可否退款，售后说 开箱了 就要给100的开箱费！what？难道我花近3k买一个烂电视还要付100元退货费？赚钱不是这样赚的吧,负面
3911,先吐槽一下物流跟网站。订单上写的配送时间8点到18点，约了好几次， 每次都说下午四点半就结束了，拖了一周，约定周六9点，来的时候都十点半了。开机后，在电视上扫码注册账号，用微信、qq、微信、手机号试了很多次，一提交就显示空白页面，换网站操作也一样。打客服电话，客服只会重复一样的话，最后还是在线客服微微帮忙注册的。电视本身不错，画面跟音响都可以，连接联通ip电视、硬盘、电脑都没问题，播放很流畅。而且接口都在一侧，插拔很方便。自己装的底座，电视太大不是特别稳定，准备换成挂架。,正面
1708,音响效果很好，画质清晰，很有档次感，价格不贵，真正的物美价廉！,负面
241,刚开始对比了好几个牌子，最终选择TCL，老品牌的东西质量可以放心，主要是他们家的音箱好，打开试了确实不错，做工很精细，外观也上档次，对得起这个价钱，性价比很高。快递小哥很给力，我们这电梯还没运行，小哥直接抗上楼，早上送来下午安装，服务很到位，对这次网购非常非常满意。5星好评。,负面
1487,电视画面清晰，节目丰富，不错哦,负面
1736,物流快，东西没得说，就是安装有点坑，自备花架不给装，必须用索尼提供的，后来就自己装了哈,负面
321,什么也不说，绝对5星，我在网上经过几天的评比还是决定对暴风50X下手，11号下单12号下午就到，京东之快，送货员还在我家门口等了二十几分钟，不但没生气还同我把电视检查无质量问题才付款，我自己不会装座架（笨）就打电话给京东，十几分钟就来人免费安装了，服务一流，电视图像音效都让我很满意，我决定今后都在京东购物了。,负面
563,视觉效果不错,正面
4,用了这么多天了，感觉还不错。夏普的牌子还是比较可靠。希望以后比较耐用，现在是考量质量的时候。,正面
1654,不错大小合适，系统流畅，外观简洁大方,正面
3544,值得购买，下单第三天就收到了，物流很给力好吧，因为挂架还没到，所以只能这么放着了，好着急就等着安装看啦，哈哈，电视机非常棒，等安装完再来追加评价！！,负面
2102,质量不怎么好，屏幕与边框缝隙大，用手指动一下，屏幕还往里陷,正面
210,东西已收到，第二次买还是三星，客服人很好谢谢!物流很快送货的小哥认真负责人很好帮开箱通电.画壁电视很漂亮，特别是边框。非常好,正面
233,以这个价位来说不错了，在期望值内,正面
3570,金色的挺漂亮，机身很薄很精致小图标设计很可爱。遥控器的款式，手感也喜欢，因其功能较多，通过几天的了解已熟悉了基本操作。感觉开机有点慢屏幕色彩偏冷，图像、 画面非常清晰，显示效果高级细腻。但这也牵出了它的缺点 ， 感觉人像的皮肤偏白 是 因为人物面部的汗毛和扑的化妆粉显示的太清楚了。但是看有线台图像、 画面效果就是正常的，人像的皮肤也红润健康了。总体感觉挺好，性价比高，完美！ 1感谢所有的客服人员的耐心，细心，贴心的服务，这种服务是专业的，走心的棒棒哒！特别是客服独角鲸不厌其烦，服务态度极棒。物流很快很好。,正面
1760,"我是*购买的创维65H7，电视就是试了几个钟。本打算买65G8S的，最终还是选了这款！65h7，cpu是a73，内存ddr4，但是闪存可用只有*G。内存呢只有980M可用，电视机整体设计时尚，显示效果很惊艳，U盘上2K高清片源,清晰度算可以，色彩就是太鲜艳，看起来有点别扭，图片显示，也是4K高清图，色彩异常靓丽。手动升极了酷开6.07的系统，系统响应速度快。视觉无边框，无边界方显大视野；2GDDR4+8GFLASH，配置好电视才能运行快；电视外表整体做工还行，再有就是安装师傅态度好，晚上七点多来装，就是装上去后有一点点歪，买了安装师傅活动支架*元！自带的支架有点差！上面写的是32寸到55寸！京东购物可以，物流快！京东的价还可以，价格没买高，可以保价，另外有一点遗憾就是插连接线和U盘不方便啊，每次都得把电视移出来再插！电源线在右边，我插头在左边，线不够着，得另装插座！另外现在创维已经不支持U盘安装了，我装电视猫都不行了，自带应用市场，个人感觉有点少啊！早知道不升级系统就好了！",负面
3389,朋友家用的就是微鲸，很不错！虽然物流很让人失望，但电视不得不说还是很不错的，55的比照片照的大，也许网速好，没有缓冲的情况出现，很流畅，虽然资源不多，但很可以了，这个价钱挺好的，使用一段时间，再来评价！感谢客服长须鲸！好评！,负面
2703,第一次收到货后，发现屏幕坏点，然后申请换货，前前后后经历了近十天，客服中间效率很低，只会说已经反馈或者已经申请了，好在很多天过去后，售后主动联系说要封箱然后才可以发货，封箱后第二天就收到电视，对着点还算满意，但是中间耗费了很多时间，本来很简单的事，非要拖这么久。 说一下电视吧，屏幕质量一般，只能说勉强对得起这个价格，整体做工还需要改进。 资源上，基本上都是腾讯的，并不丰富！经常感觉还是切换到机顶盒看联通iptv好了！ 软件上出现一次进去点播时突然黑屏问题，长时间都不能恢复，也没有反应，只能断电重启。 ps今天发现u盘识别问题，插着U盘开机后，发现插拔后再也不能识别U盘！ 再说说物流吧，日日顺物流是非常快的，验货时配送师傅都比较着急。,负面
4097,搬新家准备买电视好久了，度娘上查JD上比…国产几个知名品牌和大法夏普低端系列之间比对～曲面还是普通直面…几度选择崩溃！好吧互联网新贵电视里选一下：小米、乐视………又要选择苦难症了！前几天老婆说她同事买了微鲸电视听说不错！微鲸？什么gui？没听过！开始度娘了解又去各论坛看评测……好吧就这么订了不为别的就是相信产品应该不会让我失望！清空之前放在购物车的其它品牌型号！就它了！送货过程中由于自己家里临时有事有点儿小曲折，感谢平台的及时处理。今天顺利到货！送货小哥非常热情协助开箱检查！完美！太完美！想告诉准备入手的朋友：非常超值！够大够薄够清晰！,负面
18,发货速度快,正面
1019,电视不错,正面
300,快递很准时，服务也好，电视屏幕画面很清晰，音质做工很好，没有瑕疵，客服也能耐心解答，希望耐用，,正面
3040,电视机本身目前观感还好，只是收货和挂架安装的体验不佳。 1、生产日期是一年前的，纸箱上积的都是灰，都没想去清洁下再发货，第一印象差评； 2、预约挂架安装，客服电话推荐微信。好，微信是有此项服务，但是安装地址的选择根本点不进去，目测和输入法有冲突。换了部手机还是有同样的问题，折腾半天只好再打电话预约； 3、上门安装人员，开门第一句话是问你有没有鞋套！请问您上门做服务，相关的准备不提前做好吗？！重要的不是鞋套，是这种服务的意识根本不到位。,负面
2731,微鲸电视还是很不错的，6・18后一天买的，价格挺优惠一千七百一十六，一年会员，没有语音遥控器。屏幕挺好的，画面显示清晰，色彩很舒服，不过浓郁也不泛白。会员内容挺丰富的，想看的内容都有且都能正常播放，比如吐槽大会、中国新歌声都有。不过也有不足，比如处理器一般，GPU也一般，有些电视画面会有拖影，内存组合1GB+8GB，有点过时了，可能是内存小的原因系统偶尔会有卡顿。不过这个价格有这样的电视，我挺满意的，希望微鲸电视继续加油,负面
951,不错可以，海信大牌子。我们一大家子都用海信的,负面
3168,音质一般般吧。,负面
2288,太垃圾了 没想到会是这样,负面
3208,买了微鲸，买了乐视，跟乐视价格差不多，但是用起来明显没有乐视流畅，颜色也没有乐视的好，有点后悔，而且他们家的挂架上门安装要169，乐视直接买挂架139免费安装，太后悔了,负面
2200,电视机很好，可是客服指定要用微鲸的挂架，却也是用的杂牌，欺人太甚,负面
2423,很清晰 就是开机启动有点卡 大小价格合适 操作方便,负面
529,送货快，不错。质量好。送货快，不错。质量好。一直很喜欢京东的原因,正面
2044,对于这台电视配置描述和客服回复真的很心凉。 一会说标配的是语音遥控，一会又说让我99元来买。 另外这款电视的音效问题。说的专业音效调节什么的，结果听音乐，看电视，音效差的想吐。 看成龙电影，成龙的声音都不是原版的， 听演唱会或者MV音乐，音效还不如老款手机效果好。奉劝大家不要被坑,负面
3934,宝贝儿收到了，房子装修好了但还要8月才入住，这次搞活动，本来打算买小米的，最后比较后果断买微鲸，虽然价格高点但配置要好，还送会员，还有礼包。现在住出租房里没地方放，放在小床上，看看有没有看电影的感觉。现在很满意，希望后续耐用。,负面
2978,电视才买半个月就有质量问题，给我换新，还没换新，没见到电视，就被签收了，客服6255的意思是不需要我签收，就是换电视.看图,正面
3390,"安装费太贵,电视竟然只有8G有点垃圾、后期肯定卡",负面
3535,不要买这家电视 你回后悔的 在天猫里好多都是忽悠的 和京东不是一个价人家京东晒图还送手环 反正我?碎了 你反馈了 一次退50给你 如果你不反馈 就不了了之 还有一个29块 反馈3次 却退21块 还要每次截图证明她娘是娘 ……看看图说话吧,负面
877,很好很好很好扛把子很好很好很好很好很好很好很好很好很棒很棒很棒很好很好好棒,正面
3530,这次买了两台，去年买了一台，效果很不错，不用机顶盒，简洁多了，就是会员太贵……,正面
3543,一星都不想给，商家售后服务太差。送支架活动简直是给客户添堵的，收到电视没有赠送的支架，无法安装。联系客服说收货后7日发，第3天跟进，说没有登记需要登记确认后7日后再发。本来很简单的事情，商家可以申请售后安装免除支架费给客户提供方便，现在弄得电视放家里10天都没法安装。看网上都是因为支架给差评的。一个产品没有好的服务，必然不会长久，也许不久商业教科书会有一个支架毁了一个品牌的经典案例。,负面
2284,垃圾电视一点都不好大家千万不要被好评骗了,负面
2482,摇控经常卡死。死机，才2个礼拜出现3次了,负面
1027,京东电气值得信赖，一直京东网购；不过这次购买的索尼电视有个缺点就是发现背面的螺丝会漏电，不知是否其它的也一样，希望索尼要在出厂之前加强安全检测否则后果不堪设想。,负面
963,配送速度太慢！11月11日买的，12月15日才到…一催在催呀！15号才到！等了一个多月…安装完试了一下各项都挺满意！反应也可以！总体来说性价比挺高，可以入手！应该是太火了没货！画面质量也不错…,负面
3385,东西不错，就是物流到货后安装人员服务差，网络设置、连接都不管。。。。最后是自己去请了个程序员来搞定！,正面
1049,不错,正面
1365,东西不错，值得拥有，物流快如闪电！,负面
97,给父母买的，还不错。不亏是小米。,正面
3885,电视很大清晰度一般，外观很漂亮，做工一般吧，遥控器很方便好用，目前感受就这些，最主要的是开机时间有点受不了新的就慢，老了可能更慢，总体来说还可以吧，反正就2990还送了个单薄的支架！ 想买不董可问，抽空必回，再追评,正面
3596,外观真心不错，漏光要比我原来的微鲸55寸好些，还是值得入手的！,负面
2413,电视开机好慢哦，音响效果不错,正面
1038,东西收到了，质量不错，是正品，价格也实惠，好评好评好评！ 晒单： 收起 向左转 向右转,负面
3893,高性价比电视，虽然前一个微鲸坏了，但给全额退了款，又买了一个微鲸,负面
1821,电视用了半个多月才评价，非常不错，屏幕表现力也很优秀。,正面
