,evaluation,0
2985,总的来说，微鲸的电视内容很棒，也许是国内最棒的。屏幕也还行，用的是国产硬屏幕，颜色好看，除了漏光，其他都好。但也正因为是硬屏，太脆弱了，莫名其妙就碎碎平安了。给微鲸打电话，说上门师傅鉴定并收取30元。好吧，自掏腰包3000块给你们做硬派广告，请收下。 如此评价晒单你们打算送什么礼物呢？挽救一下我的电视？,负面
2788,已经第二次换机了，这让我非常质疑微鲸电视的总体质量，第一次使用了一年2个月，液晶屏出现满屏条纹，经过微鲸效率低下的售后服务，经过半个月时间，终于鉴定完毕，我把微鲸售后的鉴定单上传京东，很快给我换机，这一点值得称赞，但是换来的据说新机，三天后就不能开机了，我也是非常无语，京东专员承诺72小时内就有人上门坚定，但是我等了至少5天才有微鲸售后电话问我情况，上门坚定也是我主动联系上次坚定的售后工程师，效率低下可见一斑，坚定完成上传鉴定单，京东换机还是一如既往的快，但是这个微鲸电视我是再也不敢买了，希望这次能使用个一年半载，太折腾了，前几天手机格式化，照片找不到了，但是我说的句句属实。,负面
312,东西还没用，感觉性价比高，质量好，外观很高大上，搞活动买的很划算。,正面
378,不错，还没连网，很期待，高清，还会在来的。,正面
1338,漂亮质量好功能强大，便宜实惠,负面
555,给父母买的，开始一万个不同意，说家里电视多，但是都是老款的大屁股电视，还小。先斩后奏买回家，都觉得挺好的。,正面
2346,烂的不行，不开电源看不出来，一接电源就是个烂屏，虽然便宜，但是买个破烂，不值得。本来要求就不高，放在卧室里偶尔看下，结果太失望了。烂电视烂电视烂电视烂电视烂电视烂电视烂电视烂电视烂电视烂电视烂电视烂电视烂电视烂电视烂电视烂电视烂电视烂电视,正面
3219,这做工，没话说。其实主要就是喜欢系统和本地播放器， 可是网络连接模块不好，经常连不上。点了加入网络没反应，还是显示未连接，路由器啊网络信号啊什么的都没问题手机都能很快连上。,负面
4256,刚买就降价了,正面
2425,开机好慢，半天才有反应，刚开始的我还以为是坏了呢，等了半天屏幕才亮,正面
3616,电视刚刚安装好了，这个分数并不是对电视机本身的，而且针对服务的。我打400预约安装，并说明我有挂架的情况下，客服告知微鲸的挂架质量有保障，我答复可以让安装人员带来，我比较之下再做出选择。本地安装人员联系我后需要我确定是否需要挂架，因为挂架需要他们垫付，如果不要他们就不向成都申请，基于此，我就答复其不需要挂架，仅仅安装，并且安装人员也明确如果安装的话就100元，结果相隔一个小时后，安装人员告知我自己的挂架微鲸明确不予安装。我认为微鲸的服务真的需要加强，并不是说自己硬实力有了软实力就不需要了，或许这个电视坏了以后我就会选本地化服务好的品牌了。,负面
3035,第一次因小孩弄破了屏幕，没用一年，咨询客服屏得两千，比我电视还贵，最后九折换新，又掏了2300，经历了九九八十一难终于换成功了，退了1039.8元，这还很满意，唯一不满意，只能换43寸，等于我买了你家一个43寸比家家49寸都一样价。其实售后我也不是很满意，都经历了半个多月了。希望你们能调整售后和维修活动，别只限制只能买同款，要不然就是换屏（2000），两种方案我都不是很满意。质量画面清晰度其实我说还可以吧，比起大牌还是差点，为什么这么说呢？因为我在家0.5米外看还真有点模糊（没有近视），有点暗。还有你们跟微鲸公司还是两个不同公司，并不是微鲸公司的，应该属于授权，因为我打客服售后他们亲口说的。物流也很差，那天来了也是匆匆忙忙就走了，只是让我赶快检查屏幕，其它都是我自己安装，比起第一次的物流真的很差。,负面
196,饥饿营销，永远都是抢购的节奏，性价比还是挺高的，至于质量只有用过的才知道！,负面
1454,真是太差了 官网卖的比这都便宜啊 建议以后去官网买吧,负面
2015,总体来说还是不错的，貌似不是硬屏，按下去有水波纹，漏光还是比较严重的，系统反应速度有时比较慢，一分价钱一分货，好在没有开关机广告。,负面
1034,清晰度很好音质很好外观漂亮非常满意,正面
1418,双十一买的，快递有一点慢，可能是双十一购买的人多，已经用了一段时间了，看着很清晰，质量杠杠的,正面
1940,用了几天东西还是不错的，除了开机有点慢之外，毕竟只有1G内存，其他基本没啥毛病。,正面
2487,包装不错;机器轻薄，比以前的老液晶电视轻多了;送货师傅给测试了下，能正常开机，但是开机有点慢;觉得自带支架放桌上不好看，买了挂架自己安装上了;网络连接有问题，用有线连接速度竟然还不到2m，用无线峰速最快都要一百了……测试了下节目，还比较不错，等空了测试屏幕，响应，再装点app测试下,负面
2645,这个价钱还算可以，能看。动态表现一般，看球拖影还是有的，这个价位在这儿了，反正跟半年前6000入的某信表现差不多。无广告，自带ui反应也比较迅捷，遥控板很好用。希望用的时间能长久一点,负面
2661,画质非常差，开机动画都能看到颗粒，打开菜单的响应速度也挺慢的，像个用了几年的老爷机，看不出智能电视应该有的样子。安装个别APP平台，无法播放视频，售后也说不出所以然，就发了几句“我们解码功能强大xxx”广告词，不解决问题。太麻烦了我就不退了，但是以后看到这个牌子都会绕道，也会告诫身边人不要碰这个牌子。 客服像个冷冰冰的机器，对退货流程不熟悉，叫我打客服电话问。我打电话，那边让我到天猫客服问，被踢皮球。说不清楚100元体验费和退货费的区别，说不清楚退货是上门收件还是自己寄件。,负面
594,发货前一天电话联系确定送货时间地址，送货师傅同时负责开箱验货并安装。这种品牌质量这种服务态度太赞啦???,负面
1701,前年底2500买的1k普通液晶电视已经被家人惊呼便宜，这次1900买到49寸的4k智能液晶更是让老家亲戚大呼不可能，可惜这次是买给老人用，智能电视的广告和操作反而造成了使用障碍，希望系统可以更新个普通电视模式，方便年龄大的老人使用,负面
2372,按键反应有点慢，有时卡住了。一般来说够用吧！,负面
3373,配送太慢了 为了它足足等了一天，好在后来的客服还比较负责正在研究中 遥控器没对上码， 注册也说我的手机已注册? 接着研究,正面
694,我已经是购买第二个，价格优惠，而且好用，用起来得心应手！,负面
1775,小米电视很不错，看高清视频不卡，还能联网看，性价比高,正面
0,用了一段时间，感觉还不错，可以,负面
1670,一分钱一分货，安装师傅很好,正面
1169,特意用了两天才评价的，电视功能强大，连接Wifi反应很快，屏幕也很清晰！这个价格买到曲面而且功能多，反应快的电视确实很划算！客服态度也很好！,正面
623,考虑很久最终还是选择创维，家里的也是创维的好几年都没问题。电视很清楚，的确没选错。送货很急时，早上拍下午就送了，第二天安装师傅就上门安装了，服务很好，满意,负面
200,刚到，43q2型号，清晰度好，没有破损，遥控灵活，声音清脆，快递一早就送货上门通电，等待师傅上门安装。,负面
3989,618抢的，抢完就降价了，挂架等了七天才发过来，当初说的100E卡也没有，客服也不理人，对客服真是没有好感。,正面
2359,有时候会死机，画面卡在那不会动，还有界面真不行，乱七八糟的，这电视只能说一般。,负面
649,质量非常不错，大气又实惠。服务可以，收费合理,负面
223,比想象中大，而且不露光，安装师傅也没有收费，看了几天感觉不错,正面
2526,开关机没有广告，是选择微鲸的原因。电视的外观和画质还不错，喇叭效果和遥控语音效果不太理想，但对于不到3000的价位，还算不错?,负面
3284,电视确实不错，只是相比去年买的43寸要涨价了不少，至少是300+的幅度,负面
535,不错，物流很快，电视也很大，希望质量也杠杠的，等用一段时间看怎样再来评价,正面
2146,第一次用微鲸，感觉超值，性能满足要求，没坏点，系统比小米好，4K资源多，清晰度高。就是手机视频软件投屏不能成功。,负面
2967,"微鲸的服务真的太差了……买了电视放在家里一直没安装，12号打了电话，说要安装下了紧急工单，说12号能安装，等了3个小时,师傅说太晚了，约到19号，19号等了一上午都没有来电话，没办法又打了客服电话，终于在19号安装好了，花了50快钱，安装后发现太低了，第二天想挂在墙上，老公打客服问能不能给119，毕竟只隔一天，打了客服电话，问属于多次收费么，厉害的客服直接挂断两次电话，做服务行业的没看到过比微鲸更差的。网购这么多年几乎没有给过差评，第一次这么认真去评论。关于这个事情我们会打315咨询是不是属于多次收费的，如果不是我给钱没问题，至少要维护一下自己的权益。配送员没得说，很负责。",负面
3087,还没使用就已经对微鲸服务水平开始质疑了。首先，官方客服完全是摆设，永远别想通过人工服务解决问题；第二，所谓的赠品发货问题，简直就是智障人士研究出来的。必须电视确认收货后才会发赠送的挂架，蓝牙遥控器等，我就不明白了，好几千都花了，好差配件钱吗?电视收到货只能干放着，再等四五天才会等到挂架，然后才可以联系安装师傅安装。这其中的时间和没买电视没什么区别。但是收货得开箱验货吧，完全打开后只能干放着，这里有孩子的家里必须时刻提防孩子去推电视摔坏。一旦摔坏，不好意思，4400还得再掏一遍。第三，日日顺物流，天猫已经显示正在派送，并且有派送电话，打电话显示不接说是正忙，之后会主动联系，等待半天后，没有人联系。只能再次打电话询问，竟然不是派送员电话，又给了我一个送货师傅电话，师傅直接告诉我，压根没出库，我就问你，那你显示派送干毛?我家和单位离得很远的好吗？再有，师傅第二天打电话，你家是第一个送货，中午到，你这效率真是太高了……我在淘宝天猫购物这些年第一次遇见这么奇葩的卖家。你们牛！,正面
3282,电视还没联网，有些后悔选择微鲸了。并没有想象中的好，HDR并没有发现如何开启和关闭，估计是跟小米一样，只是支持播放hdr视频而已。如果大家发现如何开启，帮我回复一下。60fps视频播放基本不支持。还这么贵。亏了。,负面
2830,很好，给老人买的。买了就降价了,正面
2659,给我妈买的，颜色偏白吧，分辨率一般，觉得不是特细腻，不过这个价格也就这样了，上网也还行，内存小了些不是很快，总体肯定够用，希望能多坚持几年吧,负面
3070,"物流不太给力呃,为啥不能用顺丰，日日顺实在太慢了",正面
949,整体效果不错,正面
368,买了三台了，很不错，打游戏机很爽。主要是屏很清晰，比之前的电视清晰多了，配上索尼的游戏机很棒，足球游戏细节很到位，总之，棒棒棒，值得买,负面
2241,山东省临沂市地区售后安装服务差评差评差评！！微鲸这个牌子算是砸在售后的手里了！！以后是不会再买微鲸电视了！！！我让上门安装之前提前给我说，因为我不在家，安装师傅上门安装时未提前告知，反而在电话里说：你要是买电视半年不装，我还得等你半年吗。。。。试问这是什么态度？？！！这样的售后服务不就是花钱找气生吗？！！微鲸如果一直这样，准完蛋！！！！,负面
3895,功能方便，体验还好。价格便宜。 但是屏幕素质不好，左下角严重漏光。,负面
662,给家里老人买的效果很好以后就不知道了以后好了继续评价,正面
2009,之前买过43寸4k的，那台电视除了遥控器有故障外，一切都好。这台电视对比之前买过的，差的不是一点半点，清晰度不行，而且有至少10个暗点，很细微，不认真看看不出来，说明屏幕用的是廉价屏，我相信不止我这台电视有这个问题，音质就是垃圾，只能说能响。说下售后问题，第一台电视的遥控申请售后，一直不处理，微鲸总在推脱。鉴于这种品质和售后，买第二天申请退货，微鲸也是处理不积极。良心评价，随便对质。另第一台是一四四九买的，确实超值，这台真的不值这个价,负面
2632,电视不错，不过后悔了，担心内存小将来会跟手机一样卡！,正面
3960,价格欺诈，先把价格抬很好，然后降价，刚买了没几天，电视还没怎么体验呢，又降了200。有点心塞。询问客服，客服都不搭理的。物流师傅倒是不错，只是物流公司不按约定时间送货，随意更改。,正面
2911,微鲸电视不能买，会员价两三年就够买一个电视了，权大家还是买别的吧,负面
2642,系统整体速度不错，操作也比较简便，动态画面非常一般，拖影明显但勉强可以接受，不能接受的是马赛克现象实在太厉害了，非常影响观感,负面
2088,售后服务很好，买了几个月突然坏了，找售后，及时上班检测，询问一下，家里是不是经常跳电，是跳电闸引起的，不过还是给换了台新机，感谢你们，售后服务做的这么的好品牌，选择你们是不会错的，会推荐给身边的盆友,负面
1199,画面清晰，性价比很高,负面
656,给妈妈买的，界面设计很人性化，喜欢！,负面
1546,电视已经收到了 画质非常的清晰，超高清商家送了挂架高清线非常的不错 很实用，两年的质保，非常有保证，飞利浦大品牌值得信赖，服务好，送货上门，上门安装很贴心。好服务好产品，值得推荐！,负面
836,不错，很大，跟想象一样,负面
2134,#陈伟霆代言微鲸电视#完了要涨价了 我还没买,负面
508,这款电视性价比最高，颜色不错，看来不愧是三星屏，想买大屏电视的朋友可以考虑。,正面
4144,相当不错的电视，就是下雨天送货慢了点，等到晚上才送货,负面
2061,背面做工不怎么样,负面
653,早就想买了，赶上双十一活动，还是很便宜，很值的。超薄，使用的很好,负面
3606,电视颜值不错，本来是想买小米4 49的，但是看了fview的电视选购后，果断放弃了这个想法，在乐视和微鲸选择，乐视有点小贵，43寸就3000多了，微鲸这个性价比最高，2689到手，但是618抢购2589，我不知你这个618前小促是啥意思。测试了平时看的视频和电影，效果满意，还试了几个4k测试视频，都可以流畅播放，唯一不能播放的是少女时代的120帧视频，但这个水平我相当满意了，要知道我那高配游戏本看这几个视频都有卡的不行，音响很不错，我都不敢开到一半，怕吵到邻居！只等放假配ps4 pro了！,负面
181,屏幕非常清晰,正面
528,双十二买的。限时抢购。物流很快。界面清晰整洁。能放QQ音乐听歌很方便。能看游戏直播。功能很强大。系统也很好一点也不卡。还买个伸缩挂壁用起来很方便。左右前面都能调整，风行屏效果很好。屏幕分辨率非常高。网络智能Wife功能非常方便。想看什么片子只要搜索就行。49寸放房间正好。看电影非常棒。音效效果也很好。性价比很高。划算。,负面
2363,最差的一次购物，电视机清晰度很差，而且售后和物流也不行。最不满意的就是他们的物流，找物流公司之前不能先网上百度一下信用吗？网上一片说他们家物流差的声音。而且明明没有到我的收货地，也没打电话，说是联系我才没有配送。物流图能说明一切。申请退款还不给退。,正面
3922,这次中奖了～外观、服务可以给90分，但是产品质量不怎么认同了，买回来第二天就出现白点，按照客服建议重新启动，就黑屏了，再也没有画面了～预约上门检测，确实是质量问题就退货了，但是还不能装机打包，因为办理退货的是京东另外一批人员，所以京东安排上门拿货后，插上电源核对确实屏幕没有碎才装机打包拿走（这里表扬一下京东的调度，由于个人原因发票不在身边，同意先带走机器，发票再寄给他们，比较人性化）。目前货退过去2天了，退货进度一直没有进展，这个衔接确实还是有待提高的。另外我又买了LG的电视，清晰度比这个好太多了，音响效果比这个也好太多，价格要多200元。三分辛苦分吧～,负面
4183,电视挺大的，支架就2颗螺丝放不稳，摆电视柜上一碰就摇摇晃晃，猫爬柜子上碰了下电视直接掉地上碎屏了，不退不换，修理费3298元比新买还贵，无语……,负面
2085,年前买的，物流给开箱验货，但是不给通电开机，外包装什么的都是完好的，通电以后发现屏幕里面坏了，当时物流也停了，联系售后开鉴定单花了一两天时间，年后上班以后就帮换了，物流取货的第二天就把新机送来了！速度很快！新机开机没有发现问题！,负面
4184,新电视拆开就开不了机，本来是想退 无奈墙上的挂架已经打洞安好了，只能申请换，现在还没接到换货的电话 还是选大牌子吧,正面
1463,使用没有啥毛病，还不错吧总体来说，没有惊艳也还中规中矩，就像某某,正面
3235,16年11月份买的，用了6个月，看着看着黑屏打不开了，可见质量如何了。不过联系客服后又给换了一台，不知道这台能看多长时间,正面
2713,　　本人于2016年12月份通过京东购入微鲸43K1J电视机一台，本来一直使用的好好的，使用下来的感觉也很好，因此最近新房装修结束也准备所有电视机都够买微鲸电视，但是最近遥控器开始出问题了，让我对微鲸有了怀疑。具体情况：1、通过遥控器关闭电视机后，再关闭电源，下次打开电视机电源，因为电视机是待机状态，只能靠遥控器开机（这个时候微鲸助手是没法链接电视机的），最关键的时候遥控器十有八九是没用的，根本没法开机。解决方案：不停的开关电源，不停的按遥控器开机按钮，运气好的话，几次就能暂时开机，运气不好，一晚上都没法开机！终极解决方案：千万不能遥控待机，直接切断电源，这样下次开机后，就算遥控器没用，也能靠手机上的微鲸助手遥控！到了冬天，你也必须从被窝里面爬出来关电源，想想都难受。2、开机后，遥控器一会能用，一会不能用，像抽风似的。基本只能靠手机微鲸助手来遥控，但是，你接个电话，要重新链接！你收发个微信，必须重新链接！我用的是苹果手机，不知道安卓手机有没有这个毛病！刚刚进入论坛，看到大家普遍反应遥控器有问题，这点小事情微鲸一直都处理不好？这就是微鲸的态度？看来下次购买电视机只能选择其他品牌了！,负面
2495,画面勉强可以，毕竟价钱摆在这里。有时候连不上无线网啊、,正面
994,非常好的风行电视，画面清晰，系统流畅，音效也不错。超高性价比的4k高清电视，刚拍下第二天又帮同事拍了一台，风行电视良心价，必会大卖！,负面
1083,物流的速度真心令人佩服，夜里下单，早上就就收到了，各种体育频道，儿童节目家里孩子都很喜欢！节目非常丰富！操作系统很流畅，画面清晰！家里人都很满意！屏幕超赞！ 晒单： 收起 向左转 向右转,负面
1172,不错可以耍游戏 晒单： 收起 向左转 向右转,正面
4254,听同事的推荐买了微鲸电视，他半年前买的另一款42嫉模但现在涨价1000，我就买了便宜的这一款，比他的42嫉幕挂贵。 便宜，画面不错，送会员，不过感觉资源不够新。。京东的快递真是让人惊叹，次日达不错。 不用额外的机顶盒就能看网络电视。 需要吐槽的是1.支架好单薄啊，就细细的两根塑料，对照海信的支架，我比较担心。2.插座竟然是两相的，线非常细，好的，你开心就好。3.开机时间太长了，我洗个大苹果，吃完了，开机画面还在让我耐心等待。 才买了两天，我过段时间再来。,负面
722,非常好的一款电视！下次还买索尼品牌！！,正面
2055,买了个微鲸电视，总觉得声音差点意思，想买套音响，却没有货，各位有买音响吗？是买哪个牌子的呢？,负面
2881,电视是用了两天还是比较满意的，功能比较强大呀，就是不能看直播,正面
1086,风行电视不错，这是我购买的电视中品质都不错的产品,负面
3576,画质还行，没有漏光现象。就是侧面看会有泛白，颜色失真。音质也没有宣传的那么好。电视主页面跟电视猫页面很相似。跟电视猫界面来回切换的话，很容易搞混。电视面板真的很薄，很怕屏幕会变形。蓝牙遥控还是蛮好用的。总体感觉还满意。就是不知能用多少年？,负面
400,清晰度不错，就是能安装的应用太少了，还以为和智能盒子一样呢，不知道能不能用U口安装其他应用,负面
2320,看一会就断网 没法说 谁买谁后悔,负面
3255,纠结了很久终于确认下单了。在电子产品全线涨价的时候是刚需就入了吧，活动价格还是可以了。55寸还是算不大不小的尺寸了，一般两室一厅的房子大小够了。电视整体还是可以的，做工看上去还是不错，虽然四角漏光还是明显，还好不影响平常使用。家里100M宽带，电视无线连接看什么都很快，送了一年的会员什么都能看。系统也比较好用。最后担心的就是一年之后的售后问题。,负面
3978,一直想给新装修的房子买个智能电视，突然发现了微鲸。对比了下，比小米乐视性价比高，硬件配置更高，原来买过kktv，但是对比后发现微鲸更好性价比高，虽然价格贵了一点点，但是得到了更强的硬件，所以果断选择，在618期间果断下单。很快到货，拆开后很惊艳很漂亮，挂到墙上高端大气上档次，开机流畅，遥控操作方便，UI很方便，画面细腻颜色鲜艳，总之一切到目前都很满意，大大的赞一个，推荐想换只能电视的朋友购买。,负面
703,电视性价比高，开始感觉屏幕有模糊，后来慢慢摸索调试，很清晰了,正面
293,品质好，服务也很贴心,正面
3245,对比了很多家产品. 最终选择了新兴品牌微鲸. 电视4天送到 相比起来较慢. 送货态度很不好. 好像谁欠他钱似的. 电视外包装箱被雨淋湿了. 都坏了. 电视整体还凑合吧. 没有很惊艳. 如果需要放在电视柜上 柜长要140cm以上. 能玩的游戏有限.而且都是小游戏. 总体不太值,负面
3229,微鱼鲸电话视真的超过预期，特别是音质，甩乐视几条街，已多次购买，但不明白这次的遥控器上怎么没有语音点二播，是不是发错了，前面买的几台电视都有的呀，一如继往支持微鲸，期待给我们更多惊喜!,负面
2711,听说微鲸电视不错，买了台49寸的！内容丰富！物流质量送家！就是有点慢！不过遥控器一直连接不上，按照说明书的连接方法也不行，不知道是不是操作问题！,负面
3411,物流是真快，但是悲催的是少了底架上的螺丝配件，电视安装不起来，所以还不知道电视怎么样哦，就等着一个小小螺丝配件了，好几天了还没到，能快点不,负面
2075,"发货慢,答应了2次都是一拖再拖,固定膨胀螺丝的自攻螺丝质量太差,拧一下那个十字都直接就花了,最后都是用榔头敲进去的",正面
2250,lji卖家，实物与电视安装不上，太tamalaji，叫退款还不退，反映螺丝问题居然回复到五金店配，那我不如直接在五金店买了，lji种卖家，大家注意,负面
3423,垃圾服务垃圾,负面
3743,4k 55寸电视机没想象中的大，家里还没有网络体验不了会员高清大片。小舅推荐微鲸电视品牌。希望越走越好吧！,负面
1573,收到啦回来邻居售后安装滴效果很棒清晰度也很好送货也快神速啊,正面
3495,用了两天，出现了两次黑屏的现象，换一个试试，可以的话再追加评论来,负面
3037,电视不错，感觉对软件要求更高，试了好几个软件才找到一个清晰度很高的，整体非常棒。客服态度可以。物流是我购物几年来最差的，这种物流公司不倒闭简直是没天理。大件淘宝和京东价格一样的话还是选京东吧。,负面
3890,电视屏幕左上角有2个黑点，说是屏幕里面进了灰尘，售后说这是正常的说屏幕允许有1～2处，虽然不影响观看，但是新电视难免心里会不舒服～,负面
579,质量过硬。双十一购买发货速度都非常快,正面
2922,基本上只能给一个中评到差评标准，使用半个月 做以下总结，真实评价不喜勿喷，选择片源时候死机基本上每天一到两次，画质只有它机器自带的画面比较清晰，进去片源以后色彩不好看，并且不能调节，需要返回主页选择显示效果。赠送的会员没有任何吊用，我以为可以像其他一样什么都能看，但是里面都是svip的片源 需要再花钱升级到钻石会员才可以。属于欺骗顾客，基本的同步最新电视剧都看不了，片源还少。电视声音巨差，还拿中国新歌声当幌子，声音没法听，我用了外接音响才能听，更别谈音质了！不能插稍微老一点的机顶盒因为根本没有音频视频老式接口，过了七天退货，所以退不了了，给大家一些使用感受，过几天就没有送E卡活动了，也没有满减券 我买的2 9 9 8*，基本属于贵的买价了吧,正面
277,电视不错很清楚，有时候会卡！,正面
4059,效果不错 中途有有些操作问题 客户都远程操作了 目前会员还没有搞定,正面
2908,电视机挺好用 还可以放大图像 可下载直播 就是没有电源开关 赠送的会员基本用不上,负面
668,画面色彩鲜艳柔和，画质清晰，音响效果不错，希望能耐用，好评一个！,正面
4190,差评差评差评,正面
588,性价比很高，这么大的屏幕，这个价格，而且以后能够升级，实在是很划算的,负面
970,价格优惠，东西很好，送货速度快！快递员辛苦了！,负面
203,非常满意全部五星好评！,正面
1090,一波三折，出现些小问题不过售后服务很到位，耐心。超赞 用的放心,正面
2814,首先价格便宜，几乎是商城能找到最便宜的互联网电视了，而配置却不低。送货快，快递员帮着开箱检查，没找到什么毛病，屏幕色彩亮丽无坏点。再说缺点：有了电脑的性能就有了电脑的毛病，开机慢（15秒左右），有一次开机居然还死机了。没有vga接口。屏幕反光大些。用料差些，看那单薄的电源线和插头就知道了。最大的糟点还是声音干巴刺耳，就好象音箱只装了高音而没有中低音喇叭，而且机器没有外接音箱口。当然一分钱一分货，也不好再多挑剔了。,负面
2237,京东物流都可以，微鲸厂家服务太烂。安装费用超过，售后服务态度奇差无比，再也不买这个品牌的产品,负面
2915,第二台微鲸电视了，质量很不错，就是有些资源白金会员没法看，非要钻石会员，差评！ 发货很快！,负面
177,非常好的电视使用满意,负面
3291,很好，和去年双11买的一样，只是价格贵了400,负面
2281,很赞，唯一不满意的是没有电视支架配送！质量看起来非常满意，快递员也很好，送上门还给安装好！很不错,负面
1735,电视不错，送货速度快，包装完好，自己安装调试的，很简单，开关机广告可以接受，唯一不好就是自带的软件不能看直播，给好评！,负面
3608,1:6.1凌晨拍的，6.2电视就已经到了，只是到6.3才送到家。送货速度给四星是希望能6.2就能够送货上门。 2:希望当天送货前能给客户打个电话，因为大家都忙着工作。以便客户有所准备回去接收。这也是给四星的原因。3:挂架是赠送的没一起送到不人性化。这点超级差评。4:喜欢微鲸这是第二台。,负面
2706,电视机比较轻，没有说明书，还行吧,正面
1140,电视收到了，打开看看，配置和质量非常好， 就是买的吊架还没回来,负面
4235,开机慢，喇叭声音效果一般，买了两天就降价，还好补了差价。,正面
3839,想不到今天下午就到货了，惊叹京东的送货快速。开机测试竟然碰到了问题，原来送货员没有搞清楚开关，按错了后面的原型按钮，真是醉了，差点就退货了，好在最后有惊无险。电视目前看来还是蛮惊艳的，速度非常快，就是喇叭好像一般，这款难道没有HiFi和杜比吗？会员申请需要电视系统更新后才能申请，希望后期买家可以借鉴。,负面
3976,一般般，才知道安装要安装费，感觉这个价格还是贵了，其他品牌都可以少好几百，这个牌子第一次买，着实感觉一般般，后面会继续追平，还要凑六张图我也是醉了,负面
1610,好大好薄，第一次买这么贵的东西，物流快，快递小哥很负责，给我拆开，通电验货，小米品牌也很不错,负面
1946,帮朋友的家人买的，分辨率低到不要不要，1366×768也是醉了，应该是供应链上08年标准的面板。不过其他的牌子也都这样，好处是系统可以，配置也不错，对于1298来说，如果是2G运行就更好了,负面
3663,来只打算用底座的，但是怕对小孩子造成安全隐患，我们还是选择花100元装了个挂架。 送货，安装速度都挺快的！除了第一次开机花费的时间较长以外，其它的开机时间都还可以，比乐视的要好。每次开机都有广告。特意选了2+16的，免去了买电视盒子的费用，挺好。目前用还没有出现卡顿的现象。,负面
3999,电视机质量不怎么样，买了没多久降价好几百，这不坑人嘛,负面
1630,二级能效 智慧省电 科技感机身 4K超高清WIFI智能液晶电视很好,正面
1098,很棒,正面
2750,电视不错，色彩艳丽只是有一点点漏光但不严重，就是刚买完还没有确认就又降了一百，店家又不给补差价心里感觉不舒服，但是客服的服务态度还是不错的，给点个赞吧。,负面
2828,刚买了就降价 还送挂架，叫卖家补差价开始一直打太极不肯补。说了老半天只补差价不送挂架，一直推卸责任，很失望 看个电视剧还一直闪退不能缓冲 更失望,正面
3065,客服太傻，物流太慢，电视声音不如以前的小钢炮,正面
